File,Line,Content,InstancesCountPerLine
7009-2331-0043,0043,imagine seeing it dominate the landscape at ascot and trying to keep your eye off it on the sandwich golf links what have your countrymen done to deserve such a thing,1.0
7009-83683-0056,0056,which had been given the major he added governor of his own accord now doctor it is you the doctor thrust his hands into his trousers pockets i'll sign if you'll tell me how it is done,1.0
7009-83683-0057,0057,tell you how it is done how what is done how you do that hanky panky of course hanky panky the prisoner drew himself straight up,2.0
7009-83683-0058,0058,is it possible that you suspect me of hanky panky yes sir i will show you how it's done if you wish it you shall be torn asunder where you stand,1.0
7011-66622-0008,0008,without speaking he went to the table and lighted the candles and then dressed when he was done his face still bore traces of suppressed excitement he ran back to the door and whistled loudly from his shelter beside the cabin the captive wolf responded with a snarling whine,1.0
7012-81370-0027,0027,and told me what he had done and how wondrously my first movement had coincided with his own thomas cantipratensis,1.0
7012-81370-0030,0030,go home to thy friends and tell them how great things the lord hath done for thee and hath had compassion on thee a story of the baleful effects of this practice among scotch presbyterians,1.0
7021-79740-0008,0008,for instance one day the children had been playing upon the piazza with blocks and other playthings and finally had gone into the house leaving all the things on the floor of the piazza instead of putting them away in their places as they ought to have done,1.0
7026-86946-0044,0044,but sam was found to be of the opinion that his elizabeth had done exactly right he hadn't thought of hiring a servant to be sure,1.0
7030-64588-0023,0023,this was not easily done the indians seemed reluctant to quit their feasts and go on such a long voyage,1.0
7046-83701-0024,0024,but it's the sheep that's done it they've about sheared me,1.0
705-157959-0002,0002,that she woke sonya and told her what she had done the necessary antidotes had been administered in time and she was now out of danger though still so weak,1.0
705-157959-0016,0016,but i maintain that if anything good has been accomplished in this reign it was done by him by him alone he paused at the sight of pierre his face quivered,1.0
7055-85634-0015,0015,set to work and weave me a silk carpet such as i was wont to sit upon at my dear father's no sooner said than done in the morning ivan woke,1.0
7055-85634-0030,0030,soon the tsarevna missed her frog skin was sore troubled fell a weeping and said to the tsarevich alas tsarevich ivan what hast thou done if thou hadst but waited for a little,1.0
