File,Line,InstancesCountPerLine,FeatureCountPerLine,Content,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L52,L51,L50,L49,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60
5731-50777-0029,29,1,1,i'll give ye one more chance mister clement will you take some of the cramb'ry yes marm thank ye kindly if you happen ter have any handy very good indeed mister peter do you speak for white or dark meat i ain't particler as ter color,I,particler,I_ain't_particler,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,i'll,give,ye,one,more,chance,mister,clement,will,you,take,some,of,the,cramb'ry,yes,marm,thank,ye,kindly,if,you,happen,ter,have,any,handy,very,good,indeed,mister,peter,do,you,speak,for,white,or,dark,meat,i,ain't ,particler,as,ter,color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5731-50777-0031,31,1,1,you just stop your gruntin peter ruggles that was all right i wish i could git it inter your heads that it ain't so much what yer say as the way yer say it,it,what,it_ain't_what,PronounPersonal,PronounRelative,PronounPersonal_ain't_PronounRelative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,just,stop,your,gruntin,peter,ruggles,that,was,all,right,i,wish,i,could,git,it,inter,your,heads,that,it,ain't ,so,much,what,yer,say,as,the,way,yer,say,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789-57195-0034,34,1,1,when she gets tantrums into her head of course she'll write a letter but there's somebody else missus masters who says so i say there ain't nobody nobody,there,nobody,there_ain't_nobody,PronounNonReferential,PronounIndefinite,PronounNonReferential_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,when,she,gets,tantrums,into,her,head,of,course,she'll,write,a,letter,but,there's,somebody,else,missus,masters,who,says,so,i,say,there,ain't ,nobody,nobody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837-39905-0021,21,1,1,home to some folks judgin from all i've heard it was needed and that's a fact live peaceably with all men' that's what i lay out to do there ain't a house in the district but what i can drop into and welcome tain't everybody in rykman's corner can say the same,there,house,there_ain't_house,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,home,to,some,folks,judgin,from,all,i've,heard,it,was,needed,and,that's,a,fact,live,peaceably,with,all,men',that's,what,i,lay,out,to,do,there,ain't ,a,house,in,the,district,but,what,i,can,drop,into,and,welcome,tain't,everybody,in,rykman's,corner,can,say,the,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837-39905-0058,58,1,1,comfortably curled up in a neighbour's chimney corner saw him drive past ef the minister ain't goin to palmers after all he chuckled,minister,goin,minister_ain't_goin,Noun,VerbPresentParticiple,Noun_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfortably,curled,up,in,a,neighbour's,chimney,corner,saw,him,drive,past,ef,the,minister,ain't ,goin,to,palmers,after,all,he,chuckled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5860-72190-0033,33,1,1,she could only cling with choking sobs to her husband's arm what's all this fuss uncle joe queried the captain let go the old darkie what's she to you my wife sah dat i ain't seed for twenty years sah,I,seed,I_ain't_seed,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,she,could,only,cling,with,choking,sobs,to,her,husband's,arm,what's,all,this,fuss,uncle,joe,queried,the,captain,let,go,the,old,darkie,what's,she,to,you,my,wife,sah,dat,i,ain't ,seed,for,twenty,years,sah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5883-59268-0016,16,1,1,why stop stranger let me look at you good is your name lyman hall the very same said i well dang my buttons if you ain't the very boy my daddy used to tell me about i was too young to recollect you myself,you,boy,you_ain't_boy,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,why,stop,stranger,let,me,look,at,you,good,is,your,name,lyman,hall,the,very,same,said,i,well,dang,my,buttons,if,you,ain't ,the,very,boy,my,daddy,used,to,tell,me,about,i,was,too,young,to,recollect,you,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886-27508-0050,50,1,1,dashed if i ain't seen some parsons that could give you odds and walk round ye at horse dealin you take your own way ben and i'll take mine says starlight rather fierce and then father left off and went to do something or other,I,seen,I_ain't_seen,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dashed,if,i,ain't ,seen,some,parsons,that,could,give,you,odds,and,walk,round,ye,at,horse,dealin,you,take,your,own,way,ben,and,i'll,take,mine,says,starlight,rather,fierce,and,then,father,left,off,and,went,to,do,something,or,other,,,,,,,,,,,,,,,,,,,
5886-27508-0087,87,1,1,but he ain't careful enough to keep dark and close when the play isn't good you draw along steady by yourself till you meet jim that's my advice to ye i mean to do that,he,careful,he_ain't_careful,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,he,ain't ,careful,enough,to,keep,dark,and,close,when,the,play,isn't,good,you,draw,along,steady,by,yourself,till,you,meet,jim,that's,my,advice,to,ye,i,mean,to,do,that,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886-27508-0088,88,1,1,i shall work my way down to old george's place and get on with stock or something till we all meet at cunnamulla after that there ain't much chance of these police here grabbing us unless you're followed up says the old man,there,chance,there_ain't_chance,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,i,shall,work,my,way,down,to,old,george's,place,and,get,on,with,stock,or,something,till,we,all,meet,at,cunnamulla,after,that,there,ain't ,much,chance,of,these,police,here,grabbing,us,unless,you're,followed,up,says,the,old,man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894-64095-0007,7,1,1,the country folk are all talkin o't thinkin she's same on him as if they knew anything about it i knows better an he ain't no ways confident else there wouldn't be that queery look on's face it's the token o jealousy for sure,he,confident,he_ain't_confident,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the,country,folk,are,all,talkin,o't,thinkin,she's,same,on,him,as,if,they,knew,anything,about,it,i,knows,better,an,he,ain't ,no,ways,confident,else,there,wouldn't,be,that,queery,look,on's,face,it's,the,token,o,jealousy,for,sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894-64095-0013,13,1,1,he are a good sort an everybody likes him so do she but not the way he want her to well things o that kind allers do go contrary wise never seem to run smooth like i'd help him myself if twar in my power but it ain't,it,constituentboundary,it_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,he,are,a,good,sort,an,everybody,likes,him,so,do,she,but,not,the,way,he,want,her,to,well,things,o,that,kind,allers,do,go,contrary,wise,never,seem,to,run,smooth,like,i'd,help,him,myself,if,twar,in,my,power,but,it,ain't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5909-111961-0032,32,2,2,that's three times ain't it he's got a temper like angels ain't supposed to have so i have observed agreed tad with a laugh and that's why we call him the angel we'll get the old gentleman this time or break every cinch strap in the outfit,angels,have,angels_ain't_have,Noun,VerbBase,Noun_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that's,three,times,ain't,it,he's,got,a,temper,like,angels,ain't ,supposed,to,have,so,i,have,observed,agreed,tad,with,a,laugh,and,that's,why,we,call,him,the,angel,we'll,get,the,old,gentleman,this,time,or,break,every,cinch,strap,in,the,outfit,,,,,,,,,,,,,,,,,,,,,,,,,
5909-111961-0032,32,2,2,that's three times ain't it he's got a temper like angels ain't supposed to have so i have observed agreed tad with a laugh and that's why we call him the angel we'll get the old gentleman this time or break every cinch strap in the outfit,it,constituentboundary,it_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that's,three,times,ain't ,it,he's,got,a,temper,like,angels,ain't,supposed,to,have,so,i,have,observed,agreed,tad,with,a,laugh,and,that's,why,we,call,him,the,angel,we'll,get,the,old,gentleman,this,time,or,break,every,cinch,strap,in,the,outfit,,,,,,,,,,,,,,,,,
5910-53048-0004,4,1,1,that's the second time the grey gull picked up the men and towed her in it's no use trying to sail her lobstermen ain't going to risk their lives in a boat like that how's things over at blue point natty,lobstermen,risk,lobstermen_ain't_risk,Noun,Noun,Noun_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that's,the,second,time,the,grey,gull,picked,up,the,men,and,towed,her,in,it's,no,use,trying,to,sail,her,lobstermen,ain't ,going,to,risk,their,lives,in,a,boat,like,that,how's,things,over,at,blue,point,natty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910-53048-0011,11,1,1,barr owes him something for years of hard work at elections i ain't saying anything against elliott either he's a good man but your father's son ought to have that light as sure as he won't get it that's what,I,saying,I_ain't_saying,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barr,owes,him,something,for,years,of,hard,work,at,elections,i,ain't ,saying,anything,against,elliott,either,he's,a,good,man,but,your,father's,son,ought,to,have,that,light,as,sure,as,he,won't,get,it,that's,what,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910-53048-0065,65,1,1,i do said natty but i thought you said you were full i guess i can make room for you said cooper a boy with such grit and muscle ain't to be allowed to go to seed on blue point that's what yesser we'll make room for you,muscle,allowed,muscle_ain't_allowed,Noun,VerbPastParticiple,Noun_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,i,do,said,natty,but,i,thought,you,said,you,were,full,i,guess,i,can,make,room,for,you,said,cooper,a,boy,with,such,grit,and,muscle,ain't ,to,be,allowed,to,go,to,seed,on,blue,point,that's,what,yesser,we'll,make,room,for,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5918-46890-0017,17,1,1,to the northward rather edging down towards us if anything i thought ay ay chuckled bob it ain't every craft as can stick her bowsprit into the wind's eye like this here little barkie,it,craft,it_ain't_craft,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,to,the,northward,rather,edging,down,towards,us,if,anything,i,thought,ay,ay,chuckled,bob,it,ain't ,every,craft,as,can,stick,her,bowsprit,into,the,wind's,eye,like,this,here,little,barkie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5918-46890-0081,81,1,1,of having any more to do with us perhaps it mightn't be quite onpossible to destr'y the boat altogether and then there's seven or eight good hands wiped off the chap's books this here ain't like a ordinary enemy you see lad,this,like,this_ain't_like,PronounDemonstrative,VerbBase,PronounDemonstrative_ain't_VerbBase,,,,,,,,,,,,,,,,,,,of,having,any,more,to,do,with,us,perhaps,it,mightn't,be,quite,onpossible,to,destr'y,the,boat,altogether,and,then,there's,seven,or,eight,good,hands,wiped,off,the,chap's,books,this,here,ain't ,like,a,ordinary,enemy,you,see,lad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5918-46890-0087,87,1,1,but it's getting to be rather ticklish work lad ain't it i was too busy with the gun to reply just then and in another moment i fired once more this time we saw the splinters fly from the bows of the boat and one of the oarsmen sprang from his seat,it,constituentboundary,it_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,it's,getting,to,be,rather,ticklish,work,lad,ain't ,it,i,was,too,busy,with,the,gun,to,reply,just,then,and,in,another,moment,i,fired,once,more,this,time,we,saw,the,splinters,fly,from,the,bows,of,the,boat,and,one,of,the,oarsmen,sprang,from,his,seat,,,,,,,,,,,,,,,,,,
5949-65529-0000,0,1,1,his hands were clasped behind him and his thin face wore a thoughtful puzzled look the door behind him opened jerkingly and a scowling woman came out with a pan of dishwater in her hand ain't you gone yet bert she said sharply,you,gone,you_ain't_gone,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,his,hands,were,clasped,behind,him,and,his,thin,face,wore,a,thoughtful,puzzled,look,the,door,behind,him,opened,jerkingly,and,a,scowling,woman,came,out,with,a,pan,of,dishwater,in,her,hand,ain't ,you,gone,yet,bert,she,said,sharply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949-65529-0037,37,1,1,he found him sitting up in bed with his eyes red and swollen and the faded quilt drawn up around his pinched face well william john how are you i ain't any better replied william john mournfully,I,better,I_ain't_better,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,he,found,him,sitting,up,in,bed,with,his,eyes,red,and,swollen,and,the,faded,quilt,drawn,up,around,his,pinched,face,well,william,john,how,are,you,i,ain't ,any,better,replied,william,john,mournfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949-65530-0013,13,1,1,but i guess she'll feel pretty bad at leaving her old home sara ain't as young as she used to be neither let me see she must be thirty eight well she's left pretty lonesome,Sara,young,Sara_ain't_young,Noun,Adjective,Noun_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,i,guess,she'll,feel,pretty,bad,at,leaving,her,old,home,sara,ain't ,as,young,as,she,used,to,be,neither,let,me,see,she,must,be,thirty,eight,well,she's,left,pretty,lonesome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949-65530-0017,17,1,1,queer chap jeff said alec churchill reflectively jeff's all right said christopher in a patronizing way there ain't a better man or neighbour alive,there,man,there_ain't_man,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,queer,chap,jeff,said,alec,churchill,reflectively,jeff's,all,right,said,christopher,in,a,patronizing,way,there,ain't ,a,better,man,or,neighbour,alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949-65530-0018,18,1,1,but he's queer sartainly not like other people kind of unsociable he don't care for a thing cept dogs and reading and mooning round woods and fields that ain't natural you know but i must say he's a good farmer,that,natural,that_ain't_natural,PronounDemonstrative,Adjective,PronounDemonstrative_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,but,he's,queer,sartainly,not,like,other,people,kind,of,unsociable,he,don't,care,for,a,thing,cept,dogs,and,reading,and,mooning,round,woods,and,fields,that,ain't ,natural,you,know,but,i,must,say,he's,a,good,farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949-65530-0019,19,1,1,he's got the best farm in bayside and that's a real nice house he put up on it ain't it an odd thing he never married never seemed to have no notion of it i can't recollect of jeff miller's ever courting anybody that's another unnatural thing about him,it,thing,it_ain't_thing,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he's,got,the,best,farm,in,bayside,and,that's,a,real,nice,house,he,put,up,on,it,ain't ,it,an,odd,thing,he,never,married,never,seemed,to,have,no,notion,of,it,i,can't,recollect,of,jeff,miller's,ever,courting,anybody,that's,another,unnatural,thing,about,him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949-65530-0020,20,1,1,i've always thought that jeff thought himself a cut or two above the rest of us said tom scovel with a sneer maybe he thinks the bayside girls ain't good enough for him,girls,good,girls_ain't_good,Noun,Adjective,Noun_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,i've,always,thought,that,jeff,thought,himself,a,cut,or,two,above,the,rest,of,us,said,tom,scovel,with,a,sneer,maybe,he,thinks,the,bayside,girls,ain't ,good,enough,for,him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949-65530-0021,21,1,1,there ain't no such dirty pride about jeff pronounced christopher conclusively and the millers are the best family hereabouts leaving the kunnel's out and jeff's well off,there,pride,there_ain't_pride,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,there,ain't ,no,such,dirty,pride,about,jeff,pronounced,christopher,conclusively,and,the,millers,are,the,best,family,hereabouts,leaving,the,kunnel's,out,and,jeff's,well,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949-65530-0022,22,1,1,nobody knows how well i reckon but i can guess being his land neighbour jeff ain't no fool nor loafer if he is a bit queer meanwhile the object of these remarks was striding homeward and thinking not of the men behind him,Jeff,fool,Jeff_ain't_fool,Noun,Noun,Noun_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nobody,knows,how,well,i,reckon,but,i,can,guess,being,his,land,neighbour,jeff,ain't ,no,fool,nor,loafer,if,he,is,a,bit,queer,meanwhile,the,object,of,these,remarks,was,striding,homeward,and,thinking,not,of,the,men,behind,him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5952-54019-0017,17,1,1,heed well what i tell you speak not a single word for if you do misfortune will be sure to happen ain't i to say anything said the fisherman no not even boo to a goose no well,I,say,I_ain't_say,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heed,well,what,i,tell,you,speak,not,a,single,word,for,if,you,do,misfortune,will,be,sure,to,happen,ain't ,i,to,say,anything,said,the,fisherman,no,not,even,boo,to,a,goose,no,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5952-54019-0019,19,1,1,and ain't i to see anything at all said the fisherman no not even so much as a single feather no well then said the fisherman i wish i'd not come,I,see,I_ain't_see,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,ain't ,i,to,see,anything,at,all,said,the,fisherman,no,not,even,so,much,as,a,single,feather,no,well,then,said,the,fisherman,i,wish,i'd,not,come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5968-61356-0029,29,1,1,and try again without trying to fix things up by making his son suffer the whole proposition ain't natural and what would you think of a man who if he fell down on any proposition would make his son go and suffer to fix up his mistakes why did he not come on earth and die on the cross himself,proposition,natural,proposition_ain't_natural,Noun,Adjective,Noun_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,try,again,without,trying,to,fix,things,up,by,making,his,son,suffer,the,whole,proposition,ain't ,natural,and,what,would,you,think,of,a,man,who,if,he,fell,down,on,any,proposition,would,make,his,son,go,and,suffer,to,fix,up,his,mistakes,why,did,he,not,come,on,earth,and,die,on,the,cross,himself,,,,,,,,,,,,,,,,,,
